STATE,ZIP,DOMAIN,CLUSTER,HOMEOWNR,DATASRCE,RFA_2,RFA_2R,RFA_2A,DOMAIN_A,DOMAIN_B
other,84075,T2,40,U,B,L1F,L,F,T,2
CA,92505,S2,19,H,A,L1F,L,F,S,2
WA,98683,S2,18,U,B,L1G,L,G,S,2
other,80442,R1,42,U,D,L2F,L,F,R,1
other,35476,R2,49,U,C,L3E,L,E,R,2
other,70895,C3,31,U,B,L1E,L,E,C,3
FL,32207,C2,25,H,B,L1F,L,F,C,2
WA,99156,R2,45,U,D,L1E,L,E,R,2
other,55106,U3,8,H,A,L2E,L,E,U,3
other,84010,C1,24,H,B,L1E,L,E,C,1
other,42206-,R3,51,U,D,L2F,L,F,R,3
IL,60005,S1,14,U,A,L1F,L,F,S,1
FL,32824,T2,39,H,B,L2F,L,F,T,2
other,41502,R2,49,U,C,L2E,L,E,R,2
CA,93003,S1,13,U,A,L1F,L,F,S,1
other,89122,S3,21,H,B,L1F,L,F,S,3
IL,61244,S3,21,U,B,L3E,L,E,S,3
GA,30752,R3,51,U,B,L3E,L,E,R,3
MO,64633,R3,53,U,D,L2G,L,G,R,3
FL,33004,C3,31,H,A,L1F,L,F,C,3
MO,64116,S3,21,U,B,L4E,L,E,S,3
CA,94579,U2,5,H,A,L1F,L,F,U,2
FL,33161,U1,2,H,A,L4E,L,E,U,1
other,36801,T1,35,U,C,L1E,L,E,T,1
IL,60415,S2,18,U,A,L1F,L,F,S,2
IL,61103,T2,40,H,B,L4G,L,G,T,2
CA,94530,U1,3,H,A,L2E,L,E,U,1
IL,60187,S1,15,H,A,L4F,L,F,S,1
MO,63303,T2,40,U,A,L1E,L,E,T,2
CA,91304,S1,13,U,A,L3F,L,F,S,1
other,59105,C2,27,U,C,L2F,L,F,C,2
CA,93004,S1,14,U,A,L1F,L,F,S,1
other,85373,R2,46,U,A,L1F,L,F,R,2
other,85543,R2,43,U,D,L2G,L,G,R,2
IL,60447,T1,35,H,A,L1F,L,F,T,1
other,39337,R2,45,U,D,L3F,L,F,R,2
WA,98178,S2,16,U,A,L3D,L,D,S,2
other,29360-,R3,51,H,C,L2E,L,E,R,3
CA,93720,S1,15,H,B,L1E,L,E,S,1
other,55044-,R2,45,H,A,L1F,L,F,R,2
WA,98061,T1,35,U,C,L1F,L,F,T,1
other,56542,R3,53,U,D,L2F,L,F,R,3
IN,46220,S1,11,H,B,L1G,L,G,S,1
CA,92688,S1,11,H,A,L2F,L,F,S,1
NC,28137,R2,49,U,B,L2F,L,F,R,2
other,68123,T1,35,H,B,L2F,L,F,T,1
MI,48826,S1,11,H,B,L2F,L,F,S,1
FL,33433,S1,13,U,B,L2F,L,F,S,1
other,85351,C2,29,U,A,L2E,L,E,C,2
FL,34711,R2,46,U,C,L4E,L,E,R,2
other,29591,R3,51,U,C,L3E,L,E,R,3
IL,60457,S2,17,H,A,L2F,L,F,S,2
MO,63640,T2,36,U,D,L3D,L,D,T,2
other,89139,R2,44,U,B,L3E,L,E,R,2
IL,61704,C1,24,H,C,L1F,L,F,C,1
other,39110,S1,13,U,B,L2F,L,F,S,1
FL,34231,C2,26,H,B,L1G,L,G,C,2
other,29812,R1,42,H,D,L2F,L,F,R,1
CA,91702,S2,20,H,A,L4E,L,E,S,2
other,97850,T2,36,U,D,L3E,L,E,T,2
FL,33756,U3,9,H,U,L1E,L,E,U,3
other,97042-,T2,40,U,B,L4D,L,D,T,2
MO,64050,C3,30,H,B,L1F,L,F,C,3
other,85710,S2,17,H,B,L1E,L,E,S,2
other,52240,C2,25,U,C,L2E,L,E,C,2
GA,30066,S2,16,H,A,L1G,L,G,S,2
other,51104,C1,24,H,C,L3F,L,F,C,1
CA,93436,C2,27,H,B,L1F,L,F,C,2
WA,98004,S1,15,H,A,L3E,L,E,S,1
GA,30415,R2,43,U,D,L1F,L,F,R,2
WA,98264,C2,28,U,C,L2F,L,F,C,2
IN,46514,C2,27,H,C,L1G,L,G,C,2
CA,93306,S3,21,H,B,L1F,L,F,S,3
other,29841,T2,39,H,B,L3E,L,E,T,2
FL,33009,C1,23,U,A,L2G,L,G,C,1
other,55378,S1,12,H,A,L1F,L,F,S,1
CA,90250,U2,6,U,A,L1F,L,F,U,2
CA,92019,S2,20,H,A,L1F,L,F,S,2
CA,91761,U4,10,H,A,L1F,L,F,U,4
MO,65041,R2,48,H,D,L2G,L,G,R,2
other,71129,T2,39,U,B,L1F,L,F,T,2
other,88435,R3,52,U,D,L1G,L,G,R,3
TX,75904,R2,40,H,C,L3F,L,F,R,2
CA,90305,U2,7,U,A,L1F,L,F,U,2
NC,27107,C2,25,H,B,L1G,L,G,C,2
other,72315,T3,41,U,C,L1G,L,G,T,3
FL,33771,U3,9,U,A,L1G,L,G,U,3
CA,93711,S1,14,H,B,L2G,L,G,S,1
other,66209,S1,11,U,B,L3G,L,G,S,1
FL,34947,C2,29,U,B,L1F,L,F,C,2
CA,95127,U3,9,H,A,L1F,L,F,U,3
TX,77586,C1,24,H,A,L2G,L,G,C,1
GA,30705,R2,43,U,D,L4F,L,F,R,2
TX,79925,S1,12,H,B,L1E,L,E,S,1
IN,46771,R2,49,U,D,L2F,L,F,R,2
WA,98862,R2,46,H,D,L4D,L,D,R,2
CA,95124,U1,2,H,A,L3D,L,D,U,1
other,35124,T2,39,H,B,L1G,L,G,T,2
CA,90278,U1,2,H,A,L4F,L,F,U,1
MI,49426,T2,40,H,B,L1G,L,G,T,2
CA,90305,U2,5,U,A,L2F,L,F,U,2
FL,33777,S2,20,U,A,L1G,L,G,S,2
other,38920,R3,51,H,D,L2F,L,F,R,3
CA,90036,U1,3,U,A,L1F,L,F,U,1
CA,92648,U1,1,H,A,L1F,L,F,U,1
IL,60617,U3,8,H,A,L1G,L,G,U,3
other,71203,C2,25,H,C,L1F,L,F,C,2
CA,91116,S1,15,U,A,L4G,L,G,S,1
WA,98682,T2,40,H,B,L2G,L,G,T,2
other,41169,C1,24,U,B,L2F,L,F,C,1
CA,92404,C3,31,U,A,L1F,L,F,C,3
other,55009-,R2,45,H,D,L1F,L,F,R,2
NC,28673,R2,46,H,B,L4D,L,D,R,2
TX,77061,S2,16,H,A,L1G,L,G,S,2
WA,98023,C1,24,H,A,L1F,L,F,C,1
MI,49242,T2,36,U,D,L2E,L,E,T,2
TX,76022,T2,38,H,A,L4D,L,D,T,2
WI,53210,U2,5,H,B,L3D,L,D,U,2
TX,79924,C3,30,H,B,L2E,L,E,C,3
other,97801,T3,41,H,C,L3E,L,E,T,3
CA,90063,U4,10,U,A,L3E,L,E,U,4
CA,95949,C1,24,H,C,L2F,L,F,C,1
other,39211,C3,32,U,B,L2G,L,G,C,3
TX,77002,U4,10,U,A,L2G,L,G,U,4
other,39439,R3,50,U,D,L4G,L,G,R,3
IN,47613,R2,49,H,B,L1E,L,E,R,2
MI,48138,S1,13,U,A,L2E,L,E,S,1
NC,28540,C2,27,H,C,L3E,L,E,C,2
TX,78201,U4,10,U,B,L3E,L,E,U,4
WI,53186,T1,35,U,B,L3E,L,E,T,1
FL,32539,R2,40,H,C,L1G,L,G,R,2
CA,92359-,R2,40,U,A,L1F,L,F,R,2
WA,98686,S2,18,U,B,L2F,L,F,S,2
FL,32301,C2,25,H,B,L3E,L,E,C,2
CA,94611,U1,2,H,A,L3E,L,E,U,1
WA,98332,T2,40,H,A,L3F,L,F,T,2
NC,28539,R2,43,H,C,L4D,L,D,R,2
WI,54304-,C3,31,H,C,L1F,L,F,C,3
WI,53110,S3,21,H,B,L1F,L,F,S,3
WA,98685,S2,18,U,B,L1F,L,F,S,2
FL,32246,S2,18,H,B,L1F,L,F,S,2
WA,98604,R2,44,U,B,L1F,L,F,R,2
FL,34982,C2,27,U,B,L4F,L,F,C,2
CA,91801,U2,7,H,A,L3G,L,G,U,2
other,85367,R2,40,H,C,L1F,L,F,R,2
WA,99324,T2,38,U,D,L1F,L,F,T,2
other,97233,S2,16,H,B,L2E,L,E,S,2
CA,95945,T2,40,H,C,L1G,L,G,T,2
IL,62226,C3,30,U,A,L1F,L,F,C,3
MO,64063,S2,16,U,B,L1F,L,F,S,2
other,71909,C2,29,U,B,L2E,L,E,C,2
other,56655,S1,15,U,D,L1F,L,F,S,1
CA,94587,U2,5,H,A,L1G,L,G,U,2
CA,95380,C3,33,H,B,L4E,L,E,C,3
other,97416,R3,51,U,C,L1F,L,F,R,3
MO,64831,R3,51,U,D,L1F,L,F,R,3
CA,91750,S2,19,U,A,L1G,L,G,S,2
TX,77521,C3,30,U,A,L1F,L,F,C,3
WA,98925,R2,46,U,D,L1F,L,F,R,2
GA,30534,R2,49,U,D,L2F,L,F,R,2
NC,27828,R2,47,U,C,L3F,L,F,R,2
CA,95667,T2,38,H,B,L1G,L,G,T,2
TX,77059,C1,24,H,A,L3G,L,G,C,1
other,67854,R2,45,H,D,L1F,L,F,R,2
MO,65712,R3,53,H,D,L1G,L,G,R,3
other,85920,R2,46,H,D,L3F,L,F,R,2
NC,28174,R2,44,U,B,L3D,L,D,R,2
NC,28801,C3,32,U,C,L1F,L,F,C,3
FL,33462-,C1,23,H,B,L2F,L,F,C,1
other,97225,S1,11,U,B,L1F,L,F,S,1
other,85345,C2,28,H,A,L3E,L,E,C,2
other,85653,R2,40,U,B,L2E,L,E,R,2
IL,60103,S1,12,H,A,L1G,L,G,S,1
other,57701-,C3,30,H,C,L1F,L,F,C,3
IL,60505,C2,25,U,A,L1E,L,E,C,2
CA,94044,S1,12,H,A,L2F,L,F,S,1
FL,33801,C2,27,H,B,L4D,L,D,C,2
GA,30068,C1,24,H,A,L2G,L,G,C,1
other,37803,R2,40,U,B,L3E,L,E,R,2
CA,92311,T3,41,H,A,L1F,L,F,T,3
IL,62036,R2,45,H,D,L2F,L,F,R,2
other,50310,C1,23,U,B,L1F,L,F,C,1
WA,98110,T1,35,U,C,L1F,L,F,T,1
MI,48017,S2,16,H,A,L1G,L,G,S,2
FL,32063,R2,43,H,D,L1G,L,G,R,2
FL,33023,U3,8,H,A,L3E,L,E,U,3
other,89406,T2,36,U,D,L1F,L,F,T,2
CA,92780,S1,13,H,A,L2F,L,F,S,1
IL,61048,R2,44,U,D,L1E,L,E,R,2
TX,75082,S1,14,H,A,L1G,L,G,S,1
other,35077,R3,51,U,C,L1F,L,F,R,3
other,37742,T2,36,H,B,L1F,L,F,T,2
other,73601,R2,45,U,D,L1G,L,G,R,2
other,39307,T2,36,H,C,L3E,L,E,T,2
MI,48348,T1,35,U,A,L4F,L,F,T,1
WI,54110,R2,49,U,B,L1E,L,E,R,2
other,71106,C3,30,H,B,L3E,L,E,C,3
other,96826,U1,1,H,B,L1F,L,F,U,1
TX,76114,S2,16,H,A,L2F,L,F,S,2
CA,92026,C1,24,U,A,L1F,L,F,C,1
MI,48001,T2,40,U,A,L1G,L,G,T,2
WA,99403,R2,45,U,D,L1G,L,G,R,2
FL,32765,C1,24,H,B,L1F,L,F,C,1
FL,34242,C1,23,U,B,L4G,L,G,C,1
CA,94553,S2,17,U,A,L1F,L,F,S,2
MI,48101,U2,5,H,A,L4D,L,D,U,2
NC,28173,R1,42,H,B,L1G,L,G,R,1
other,89121,U3,8,U,B,L2E,L,E,U,3
WA,98168,T1,35,U,A,L4F,L,F,T,1
TX,76513,T1,35,H,C,L1F,L,F,T,1
other,74873,T2,36,H,B,L2G,L,G,T,2
CA,90260,U1,3,U,A,L2F,L,F,U,1
other,74442,R2,45,U,D,L2F,L,F,R,2
MI,48917,S2,17,U,B,L3F,L,F,S,2
MO,63044,S1,12,H,A,L3F,L,F,S,1
other,55441,S1,14,H,A,L2E,L,E,S,1
MI,49504,S2,16,H,B,L3E,L,E,S,2
NC,28388,T2,38,U,C,L1F,L,F,T,2
CA,92373,S1,13,H,A,L1F,L,F,S,1
CA,94025,C1,23,U,A,L2F,L,F,C,1
FL,33063,S2,18,H,A,L1G,L,G,S,2
TX,77521,C1,22,H,A,L4D,L,D,C,1
other,97008,R2,40,U,B,L2F,L,F,R,2
CA,95310,R2,46,H,D,L2G,L,G,R,2
other,59804,T2,40,U,C,L3E,L,E,T,2
other,67212,S1,12,U,B,L4F,L,F,S,1
WA,99161-,R2,46,H,D,L1G,L,G,R,2
CA,95677,T2,40,H,B,L1G,L,G,T,2
CA,91604,S1,13,U,A,L1F,L,F,S,1
CA,93030-,S3,21,H,A,L4D,L,D,S,3
IN,46320,C3,30,H,A,L1G,L,G,C,3
other,82935,T2,40,U,D,L2E,L,E,T,2
WA,99208,C2,27,H,B,L3E,L,E,C,2
FL,33625,S2,18,U,A,L4F,L,F,S,2
other,73125,R1,42,H,B,L1G,L,G,R,1
other,35987,R3,51,H,B,L1F,L,F,R,3
other,36116,S3,21,U,B,L1E,L,E,S,3
other,80540,R1,42,U,B,L1G,L,G,R,1
GA,31792,T2,38,H,D,L1F,L,F,T,2
other,55803,C1,24,H,B,L4D,L,D,C,1
IL,60504,C2,27,H,A,L2G,L,G,C,2
CA,96003,R2,44,H,C,L3G,L,G,R,2
other,96821,S1,13,U,B,L2F,L,F,S,1
TX,76542,T2,39,H,C,L3E,L,E,T,2
CA,92037,S1,13,H,A,L1F,L,F,S,1
other,97761,R2,49,U,D,L1F,L,F,R,2
FL,33196,S1,11,U,A,L1F,L,F,S,1
CA,95685,R1,42,H,D,L1G,L,G,R,1
FL,33610,C3,30,H,A,L3D,L,D,C,3
other,80005,S1,12,H,B,L4D,L,D,S,1
MI,49686,R1,42,U,C,L1G,L,G,R,1
other,74403,T1,34,U,C,L3D,L,D,T,1
CA,90041,U2,6,U,A,L3E,L,E,U,2
other,29209,T1,35,H,B,L3D,L,D,T,1
FL,34292,C2,29,H,B,L2F,L,F,C,2
CA,93638,R2,49,H,C,L1G,L,G,R,2
CA,95437,T2,40,U,C,L1E,L,E,T,2
WA,98826,R3,51,U,C,L3D,L,D,R,3
CA,96158,T2,38,U,B,L2G,L,G,T,2
FL,32417,C1,24,H,C,L1F,L,F,C,1
CA,91360,U1,2,U,A,L3D,L,D,U,1
other,80925,R2,44,U,B,L1F,L,F,R,2
CA,95682,T2,40,H,B,L4F,L,F,T,2
GA,30331,T1,35,H,A,L1G,L,G,T,1
FL,33076,S1,12,H,A,L1E,L,E,S,1
CA,93274,T3,41,H,B,L1F,L,F,T,3
other,86515,R3,51,U,D,L1F,L,F,R,3
other,71227,R2,43,U,D,L2F,L,F,R,2
IN,47906,C1,22,U,C,L1F,L,F,C,1
WI,53038,R2,44,H,C,L1G,L,G,R,2
FL,33313,U1,3,U,A,L2E,L,E,U,1
other,83501,C3,30,U,D,L3E,L,E,C,3
MI,48471,R2,43,U,D,L2E,L,E,R,2
IL,60610,U1,1,U,A,L2F,L,F,U,1
IL,60435,S2,18,H,A,L1G,L,G,S,2
other,84041,R2,46,U,B,L3E,L,E,R,2
CA,93455,C2,27,H,B,L1G,L,G,C,2
TX,75209,U1,2,H,A,L2F,L,F,U,1
CA,92114,U3,9,U,A,L1F,L,F,U,3
other,66061,T1,35,H,B,L4D,L,D,T,1
FL,34243,C2,29,U,B,L2G,L,G,C,2
WA,98296,T2,40,U,A,L1G,L,G,T,2
FL,33029,C2,29,H,A,L1F,L,F,C,2
CA,95949,T2,40,H,C,L4E,L,E,T,2
FL,33837,R2,47,U,B,L1F,L,F,R,2
WI,54901,C1,24,U,B,L1F,L,F,C,1
WI,54527,R3,53,U,D,L1E,L,E,R,3
other,40165,R3,51,H,B,L2E,L,E,R,3
other,73507,C3,30,H,C,L2F,L,F,C,3
CA,94546,U1,3,H,A,L3D,L,D,U,1
other,37803,T3,41,H,B,L1G,L,G,T,3
FL,32548,C2,25,H,C,L1G,L,G,C,2
other,71106-,C3,32,H,B,L2E,L,E,C,3
other,50510,R2,45,U,D,L4G,L,G,R,2
WI,53207,S2,16,H,B,L3D,L,D,S,2
other,97009,T1,35,H,B,L1G,L,G,T,1
other,39090,T3,41,H,D,L1G,L,G,T,3
MI,48331,S1,14,U,A,L3E,L,E,S,1
other,72339,R3,50,U,B,L1F,L,F,R,3
CA,91345,U2,7,U,A,L1E,L,E,U,2
CA,92801,U2,4,U,A,L1G,L,G,U,2
GA,31521,T3,41,U,C,L1F,L,F,T,3
FL,32927,T2,36,H,B,L3E,L,E,T,2
other,37066,T3,41,H,B,L4D,L,D,T,3
other,66434,R2,45,U,D,L2G,L,G,R,2
CA,93560,U4,10,H,B,L1F,L,F,U,4
GA,30024-,R2,40,H,A,L3F,L,F,R,2
MI,48045,S1,12,U,A,L3E,L,E,S,1
FL,33948,C2,28,H,C,L4D,L,D,C,2
other,35217,S2,16,H,B,L1F,L,F,S,2
MI,48323,S1,14,U,A,L1G,L,G,S,1
CA,96013,R2,46,U,C,L3F,L,F,R,2
TX,77362,S3,21,H,A,L1F,L,F,S,3
GA,30340,C2,25,H,A,L1G,L,G,C,2
CA,90503,S1,11,U,A,L1F,L,F,S,1
NC,27107,C3,32,U,B,L1F,L,F,C,3
other,40504,C2,26,H,B,L1F,L,F,C,2
other,73106,C3,30,H,B,L1G,L,G,C,3
GA,31021,T1,34,H,D,L2F,L,F,T,1
IN,47994-,T2,37,U,D,L1F,L,F,T,2
IL,62033,R3,51,H,D,L3F,L,F,R,3
other,40165,T2,40,U,B,L1F,L,F,T,2
TX,77065,S2,18,H,A,L1G,L,G,S,2
IN,47303,T1,35,U,C,L2F,L,F,T,1
NC,28792,T2,36,U,C,L2G,L,G,T,2
other,38109,C3,30,H,B,L1F,L,F,C,3
MO,65270,T3,41,U,D,L2E,L,E,T,3
FL,34471,C2,28,H,C,L2E,L,E,C,2
other,29631,T1,35,H,B,L3E,L,E,T,1
other,70509,C3,31,U,C,L1G,L,G,C,3
other,97233-,S3,21,U,B,L1G,L,G,S,3
TX,75021,T2,39,U,C,L1E,L,E,T,2
IL,60010,T1,35,U,A,L1G,L,G,T,1
other,80918,S1,12,H,B,L1F,L,F,S,1
GA,30338,S1,14,H,A,L1F,L,F,S,1
TX,77662,T2,39,H,B,L3E,L,E,T,2
other,35801-,C1,22,H,B,L1F,L,F,C,1
IL,60016,S1,12,H,A,L2F,L,F,S,1
MI,49201,T2,39,H,C,L2E,L,E,T,2
IL,62035,T2,40,H,A,L1F,L,F,T,2
other,89119,U2,4,H,B,L3F,L,F,U,2
other,37062,R2,49,H,B,L2F,L,F,R,2
other,71018,R3,51,U,D,L3E,L,E,R,3
other,66736,R2,45,U,D,L1F,L,F,R,2
other,89107,C3,31,U,B,L1F,L,F,C,3
GA,30427,R2,47,U,D,L2G,L,G,R,2
FL,33316,U1,3,H,A,L1F,L,F,U,1
IN,46236,S3,21,H,B,L3F,L,F,S,3
IL,60646,U1,2,H,A,L1F,L,F,U,1
other,97321-,C3,31,U,C,L1F,L,F,C,3
TX,78729,S1,11,H,B,L1G,L,G,S,1
CA,94121,U1,3,H,A,L1F,L,F,U,1
other,68982,R2,49,U,D,L3E,L,E,R,2
other,41031,R2,45,U,D,L2E,L,E,R,2
other,35802,C1,24,H,B,L1E,L,E,C,1
other,80525,C1,24,U,C,L3E,L,E,C,1
other,58027,R2,48,U,D,L3F,L,F,R,2
FL,32578,T1,35,H,C,L1F,L,F,T,1
CA,91030,U3,8,U,A,L1G,L,G,U,3
CA,90029,U3,9,U,A,L2F,L,F,U,3
WI,53081,C2,28,U,C,L4D,L,D,C,2
CA,93552,T2,40,H,A,L1G,L,G,T,2
MI,48849-,T3,41,U,D,L1E,L,E,T,3
MO,64129,S2,18,H,B,L1G,L,G,S,2
other,37066,T2,39,H,B,L1G,L,G,T,2
WA,98663,S2,16,U,B,L1F,L,F,S,2
FL,33569,C2,27,H,A,L3E,L,E,C,2
FL,33173,U2,6,H,A,L1F,L,F,U,2
WI,53090,T2,38,U,B,L2E,L,E,T,2
MI,49085,C2,27,U,C,L2F,L,F,C,2
other,70130,U2,4,U,B,L1F,L,F,U,2
other,80904,T1,34,H,B,L1F,L,F,T,1
FL,32176,C1,23,H,B,L1G,L,G,C,1
WA,98223,R1,42,U,A,L3F,L,F,R,1
other,29607,C1,24,U,B,L3F,L,F,C,1
other,55426,C1,22,U,A,L2E,L,E,C,1
other,68758,R3,53,H,D,L1F,L,F,R,3
CA,91504,S1,13,U,A,L1G,L,G,S,1
MO,64137,S1,12,H,B,L1G,L,G,S,1
other,59327,R2,49,U,D,L1F,L,F,R,2
FL,32541,C2,27,H,C,L3F,L,F,C,2
FL,33312-,U1,2,H,A,L3E,L,E,U,1
NC,27596,R2,49,U,B,L1F,L,F,R,2
TX,79836,T2,39,U,B,L4D,L,D,T,2
MI,49740,R2,43,U,D,L2F,L,F,R,2
other,55337,S1,12,H,A,L1F,L,F,S,1
other,55044,T2,40,H,A,L4E,L,E,T,2
other,52556,T2,36,U,D,L1F,L,F,T,2
TX,76691-,R2,45,H,C,L1F,L,F,R,2
TX,79121,C1,24,H,C,L1F,L,F,C,1
IL,60630-,T2,37,U,A,L1F,L,F,T,2
FL,33056,S2,18,H,A,L1F,L,F,S,2
FL,34667,C2,28,H,A,L1F,L,F,C,2
CA,95128,U1,2,H,A,L1G,L,G,U,1
TX,75082,S1,14,H,A,L1G,L,G,S,1
CA,90501,S1,11,H,A,L1F,L,F,S,1
other,73129,C3,30,H,B,L4E,L,E,C,3
other,82435,R3,51,H,D,L1F,L,F,R,3
FL,33157,S3,21,U,A,L1G,L,G,S,3
other,97448,R2,46,H,B,L3F,L,F,R,2
other,83815,R2,43,U,C,L3F,L,F,R,2
other,37204,S3,21,U,B,L1F,L,F,S,3
MO,63366,C1,23,H,A,L4D,L,D,C,1
NC,28467,C2,28,U,C,L2E,L,E,C,2
other,72762,T2,40,H,C,L1G,L,G,T,2
CA,92021,S2,17,H,A,L2E,L,E,S,2
other,29617,C3,30,H,B,L1F,L,F,C,3
MO,65801,C3,30,U,B,L4D,L,D,C,3
MO,63401,T2,38,U,D,L1E,L,E,T,2
TX,79935,U3,9,U,B,L3E,L,E,U,3
WI,53070,R2,44,U,C,L1F,L,F,R,2
CA,91709,S1,14,U,A,L1F,L,F,S,1
FL,33565,T2,39,U,A,L1F,L,F,T,2
other,88101,T1,34,H,D,L1F,L,F,T,1
CA,91750,S2,20,H,A,L1F,L,F,S,2
MO,63114,S2,16,H,A,L3F,L,F,S,2
other,37336,R2,49,U,C,L1F,L,F,R,2
WA,98166,S1,11,U,A,L1G,L,G,S,1
NC,28405,C2,27,H,C,L1F,L,F,C,2
other,59101,C2,27,H,C,L2F,L,F,C,2
TX,77550,C1,22,U,A,L1F,L,F,C,1
GA,31008,C1,24,H,B,L1F,L,F,C,1
TX,75115,S1,14,U,A,L4F,L,F,S,1
CA,93701,U4,10,U,B,L2F,L,F,U,4
FL,34677,S2,20,U,A,L1F,L,F,S,2
other,38556,R3,51,U,D,L3E,L,E,R,3
WI,53143,U4,10,H,A,L1F,L,F,U,4
MI,49076,R2,49,H,B,L2E,L,E,R,2
other,96266,U4,10,U,U,L1F,L,F,U,4
WI,54426,R3,51,U,C,L4F,L,F,R,3
other,87068,T2,40,H,D,L4D,L,D,T,2
other,55438,S1,11,H,A,L1F,L,F,S,1
IL,60067,U1,2,H,A,L2G,L,G,U,1
IL,60409,C2,27,H,A,L1F,L,F,C,2
IL,61068,T2,36,U,D,L4D,L,D,T,2
FL,32112,R2,48,H,C,L3D,L,D,R,2
other,87108,C2,25,H,B,L2G,L,G,C,2
other,37664,T2,39,U,B,L1F,L,F,T,2
other,37660,T3,41,U,B,L1F,L,F,T,3
GA,31763,T2,39,H,C,L2G,L,G,T,2
other,71063,R3,50,H,D,L2F,L,F,R,3
CA,91734,U4,10,H,A,L4D,L,D,U,4
WI,54728-,R3,53,U,D,L3D,L,D,R,3
CA,91724,S2,20,U,A,L3F,L,F,S,2
GA,31410,T1,35,H,B,L1F,L,F,T,1
other,68154,S1,14,H,B,L1F,L,F,S,1
other,97114,T2,40,H,B,L4F,L,F,T,2
MI,48227,U4,10,H,A,L1F,L,F,U,4
GA,31406,S1,12,H,B,L1G,L,G,S,1
other,35406,T1,34,H,C,L1F,L,F,T,1
other,70570-,C2,27,U,C,L1F,L,F,C,2
CA,94602,U1,3,H,A,L2F,L,F,U,1
CA,93535,C2,27,H,A,L1G,L,G,C,2
IL,60172,C1,24,H,A,L1F,L,F,C,1
FL,33845,T3,41,U,B,L1F,L,F,T,3
other,68847,T1,34,H,D,L4G,L,G,T,1
TX,77040,S2,18,U,A,L4D,L,D,S,2
other,80127,S1,12,H,B,L1F,L,F,S,1
CA,93552,C3,30,H,A,L1G,L,G,C,3
other,55445,S1,12,U,A,L1F,L,F,S,1
other,66835,R2,43,U,D,L2F,L,F,R,2
WI,53140,U3,8,U,A,L1E,L,E,U,3
CA,94588,C1,24,H,A,L1E,L,E,C,1
CA,92084,C3,31,H,A,L3E,L,E,C,3
CA,90232,U1,2,H,A,L4F,L,F,U,1
MO,63051,T2,39,H,A,L2F,L,F,T,2
MO,64037,R2,45,U,B,L1F,L,F,R,2
other,89102,U3,9,H,B,L1F,L,F,U,3
IN,47638,R2,44,H,B,L2E,L,E,R,2
other,81501,C2,27,U,C,L1F,L,F,C,2
other,84770,U1,3,U,D,L1E,L,E,U,1
CA,90020,U3,9,H,A,L1F,L,F,U,3
MI,48182-,S1,11,U,A,L1F,L,F,S,1
NC,28262,T1,35,H,B,L2F,L,F,T,1
other,80122,S1,12,H,B,L4F,L,F,S,1
other,29461-,R2,44,U,B,L2G,L,G,R,2
other,29585,R1,42,U,D,L1F,L,F,R,1
FL,32127,S2,17,H,B,L3F,L,F,S,2
CA,90018,U2,7,U,A,L2F,L,F,U,2
NC,27509,R2,44,U,D,L1G,L,G,R,2
FL,33609,U2,5,H,A,L1F,L,F,U,2
MO,64154,T1,34,H,B,L4D,L,D,T,1
IN,47250,T2,36,H,D,L1F,L,F,T,2
FL,33618,U1,3,U,A,L3F,L,F,U,1
GA,30188,T1,35,H,A,L1G,L,G,T,1
FL,34470-,R2,45,H,C,L4E,L,E,R,2
TX,76133,S1,13,H,A,L1F,L,F,S,1
FL,32725,C2,28,U,B,L3F,L,F,C,2
CA,91773,S1,14,H,A,L1G,L,G,S,1
other,66605,C3,30,H,C,L3F,L,F,C,3
other,43054,T2,37,U,B,L3E,L,E,T,2
other,36866,R3,50,U,D,L1F,L,F,R,3
NC,28083,C2,27,H,B,L2E,L,E,C,2
other,67216-,R2,43,H,B,L1F,L,F,R,2
NC,28152,R2,49,H,C,L1F,L,F,R,2
other,55343,S1,14,H,A,L1F,L,F,S,1
TX,78612,R2,49,H,D,L1G,L,G,R,2
CA,90062,U4,10,H,A,L3G,L,G,U,4
other,67579,R2,45,U,D,L1F,L,F,R,2
GA,30033,S1,15,H,A,L2E,L,E,S,1
TX,75862,R2,48,U,D,L1F,L,F,R,2
FL,33351,U2,7,H,A,L1F,L,F,U,2
other,70072,S3,21,H,B,L1G,L,G,S,3
GA,30236,C3,30,H,A,L1F,L,F,C,3
IN,46910,R2,43,U,D,L1E,L,E,R,2
other,39553,R1,42,H,C,L1F,L,F,R,1
other,84761,R2,46,U,D,L2E,L,E,R,2
CA,94904-,C1,23,U,A,L2G,L,G,C,1
CA,92028,S2,19,U,A,L1F,L,F,S,2
other,97501,C3,30,U,C,L4E,L,E,C,3
CA,92071,S2,18,H,A,L1E,L,E,S,2
IL,60624,U4,10,H,A,L1E,L,E,U,4
other,87124,S2,18,H,C,L3F,L,F,S,2
other,84092,S1,14,H,B,L1G,L,G,S,1
WA,98112,S1,13,U,A,L2G,L,G,S,1
TX,77477,S1,12,H,A,L1G,L,G,S,1
NC,27403,C3,32,H,B,L4D,L,D,C,3
other,52411,T1,35,H,C,L1F,L,F,T,1
other,85748,S1,12,H,B,L1G,L,G,S,1
CA,92071,S2,18,U,A,L1E,L,E,S,2
IL,60202,U1,3,H,A,L1F,L,F,U,1
